Ensembl,logFC,FDR,Symbol,Genename,Chromosome
ENSG00000115267,0.237556114,0.382527064,IFIH1,interferon induced with helicase C domain 1,2
ENSG00000168234,-0.211112063,0.382621589,TTC39C,tetratricopeptide repeat domain 39C,18
ENSG00000198576,-0.456818232,0.382818899,ARC,activity regulated cytoskeleton associated protein,8
ENSG00000174840,-0.154034193,0.383126033,PDE12,phosphodiesterase 12,3
ENSG00000152683,-0.188140261,0.383126033,SLC30A6,solute carrier family 30 member 6,2
ENSG00000164938,0.253621569,0.383677107,TP53INP1,tumor protein p53 inducible nuclear protein 1,8
ENSG00000213023,0.273217863,0.383967645,SYT3,synaptotagmin 3,19
ENSG00000204389,0.471083598,0.383988977,HSPA1A,heat shock protein family A (Hsp70) member 1A,6
ENSG00000177627,0.28150568,0.384155026,C12orf54,chromosome 12 open reading frame 54,12
ENSG00000107938,-0.188823275,0.384386489,EDRF1,erythroid differentiation regulatory factor 1,10
ENSG00000274750,0.378654677,0.384446972,H3C6,H3 clustered histone 6,6
ENSG00000141391,0.204476786,0.384524447,PRELID3A,PRELI domain containing 3A,18
ENSG00000172340,0.212682074,0.384608055,SUCLG2,succinate-CoA ligase GDP-forming beta subunit,3
ENSG00000198482,0.195368266,0.385263511,ZNF808,zinc finger protein 808,19
ENSG00000114631,-0.202935027,0.385555868,PODXL2,podocalyxin like 2,3
ENSG00000188818,0.450678187,0.385593011,ZDHHC11,zinc finger DHHC-type containing 11,5
ENSG00000122884,0.209495214,0.385660153,P4HA1,prolyl 4-hydroxylase subunit alpha 1,10
ENSG00000164440,-0.291671878,0.385744889,TXLNB,taxilin beta,6
ENSG00000175274,0.271042864,0.385816084,TP53I11,tumor protein p53 inducible protein 11,11
ENSG00000007255,0.3932037,0.385935963,TRAPPC6A,trafficking protein particle complex 6A,19
ENSG00000154065,-0.222332728,0.385935963,ANKRD29,ankyrin repeat domain 29,18
ENSG00000169562,-0.458622669,0.38608838,GJB1,gap junction protein beta 1,X
ENSG00000132622,0.302467677,0.38608838,HSPA12B,heat shock protein family A (Hsp70) member 12B,20
ENSG00000163563,0.332209381,0.38608838,MNDA,myeloid cell nuclear differentiation antigen,1
ENSG00000123159,0.215428181,0.386278271,GIPC1,GIPC PDZ domain containing family member 1,19
ENSG00000198598,0.356723162,0.386493694,MMP17,matrix metallopeptidase 17,12
ENSG00000162944,0.239333913,0.386928063,RFTN2,raftlin family member 2,2
ENSG00000007202,0.165577291,0.386970515,KIAA0100,KIAA0100,17
ENSG00000187105,0.257385352,0.387058081,HEATR4,HEAT repeat containing 4,14
ENSG00000176994,0.151506692,0.387100986,SMCR8,SMCR8-C9orf72 complex subunit,17
ENSG00000135318,-0.279301981,0.387367671,NT5E,5'-nucleotidase ecto,6
ENSG00000170425,0.256861713,0.387423206,ADORA2B,adenosine A2b receptor,17
ENSG00000100302,0.251013607,0.387675264,RASD2,RASD family member 2,22
ENSG00000153774,-0.174232935,0.387675264,CFDP1,craniofacial development protein 1,16
ENSG00000118762,0.190048407,0.387794581,PKD2,"polycystin 2, transient receptor potential cation channel",4
ENSG00000118418,-0.179633455,0.388090775,HMGN3,high mobility group nucleosomal binding domain 3,6
ENSG00000114354,-0.175511025,0.388090775,TFG,trafficking from ER to golgi regulator,3
ENSG00000254469,0.247822216,0.388217177,NA,NA,NA
ENSG00000179833,0.17220201,0.38847781,SERTAD2,SERTA domain containing 2,2
ENSG00000136811,0.222070867,0.388666146,ODF2,outer dense fiber of sperm tails 2,9
ENSG00000171724,-0.328674226,0.388682047,VAT1L,vesicle amine transport 1 like,16
ENSG00000160321,0.292072483,0.388685088,ZNF208,zinc finger protein 208,19
ENSG00000107833,-0.38503861,0.38874315,NPM3,nucleophosmin/nucleoplasmin 3,10
ENSG00000214694,-0.251194978,0.388804138,ARHGEF33,Rho guanine nucleotide exchange factor 33,2
ENSG00000183828,-0.248984551,0.388990883,NUDT14,nudix hydrolase 14,14
ENSG00000069943,-0.267470729,0.389017929,PIGB,phosphatidylinositol glycan anchor biosynthesis class B,15
ENSG00000139190,-0.261362795,0.389202441,VAMP1,vesicle associated membrane protein 1,12
ENSG00000120725,0.172793246,0.389202441,SIL1,SIL1 nucleotide exchange factor,5
ENSG00000049541,-0.202717973,0.389230416,RFC2,replication factor C subunit 2,7
ENSG00000114054,-0.186487597,0.38923071,PCCB,propionyl-CoA carboxylase subunit beta,3
ENSG00000185442,0.209735891,0.389346205,FAM174B,family with sequence similarity 174 member B,15
ENSG00000163931,0.24861276,0.389435432,TKT,transketolase,3
ENSG00000167257,-0.172526623,0.389589984,RNF214,ring finger protein 214,11
ENSG00000138100,-0.275336107,0.390288134,TRIM54,tripartite motif containing 54,2
ENSG00000165752,-0.20891007,0.390443372,STK32C,serine/threonine kinase 32C,10
ENSG00000140854,0.226716507,0.390606435,KATNB1,katanin regulatory subunit B1,16
ENSG00000181016,0.345893107,0.390782566,LSMEM1,leucine rich single-pass membrane protein 1,7
ENSG00000158023,0.209055324,0.390948133,WDR66,WD repeat domain 66,12
ENSG00000099284,-0.230162623,0.391234044,MACROH2A2,macroH2A.2 histone,10
ENSG00000198176,0.177196144,0.391303416,TFDP1,transcription factor Dp-1,13
ENSG00000132846,0.295933691,0.391331853,ZBED3,zinc finger BED-type containing 3,5
ENSG00000160221,0.470048879,0.391335165,GATD3A,glutamine amidotransferase like class 1 domain containing 3A,21
ENSG00000169926,0.209059462,0.391573225,KLF13,Kruppel like factor 13,15
ENSG00000163975,0.28400088,0.391573225,MELTF,melanotransferrin,3
ENSG00000157693,-0.1829852,0.391802115,TMEM268,transmembrane protein 268,9
ENSG00000256436,-0.272501822,0.392299967,TAS2R31,taste 2 receptor member 31,12
ENSG00000132141,-0.306055177,0.392323519,CCT6B,chaperonin containing TCP1 subunit 6B,17
ENSG00000260691,0.280104929,0.392400213,ANKRD20A1,ankyrin repeat domain 20 family member A1,9
ENSG00000100271,-0.191359081,0.392486389,TTLL1,tubulin tyrosine ligase like 1,22
ENSG00000131759,0.304380834,0.392686179,RARA,retinoic acid receptor alpha,17
ENSG00000000003,-0.235232893,0.392752693,TSPAN6,tetraspanin 6,X
ENSG00000116455,-0.212078556,0.392752693,WDR77,WD repeat domain 77,1
ENSG00000134072,-0.237130924,0.39287728,CAMK1,calcium/calmodulin dependent protein kinase I,3
ENSG00000248487,-0.288532652,0.393051189,ABHD14A,abhydrolase domain containing 14A,3
ENSG00000174428,0.277488907,0.393637126,GTF2IRD2B,GTF2I repeat domain containing 2B,7
ENSG00000234224,-0.246858672,0.393747946,TMEM229A,transmembrane protein 229A,7
ENSG00000064692,-0.193543007,0.393889837,SNCAIP,synuclein alpha interacting protein,5
ENSG00000138286,-0.165545923,0.393960867,FAM149B1,family with sequence similarity 149 member B1,10
ENSG00000119979,-0.165606495,0.394090053,DENND10,DENN domain containing 10,10
ENSG00000108599,-0.155151405,0.394640288,AKAP10,A-kinase anchoring protein 10,17
ENSG00000169862,0.162921091,0.394640288,CTNND2,catenin delta 2,5
ENSG00000164309,0.246742565,0.394775637,CMYA5,cardiomyopathy associated 5,5
ENSG00000113083,-0.485429752,0.394775637,LOX,lysyl oxidase,5
ENSG00000169118,-0.154758799,0.395009729,CSNK1G1,casein kinase 1 gamma 1,15
ENSG00000157240,0.23491823,0.395259319,FZD1,frizzled class receptor 1,7
ENSG00000204381,0.285227835,0.395320429,LAYN,layilin,11
ENSG00000120645,0.235714164,0.395403304,IQSEC3,IQ motif and Sec7 domain ArfGEF 3,12
ENSG00000140396,-0.160776746,0.395403304,NCOA2,nuclear receptor coactivator 2,8
ENSG00000125746,0.239512318,0.395849393,EML2,EMAP like 2,19
ENSG00000136379,0.210908316,0.395849393,ABHD17C,abhydrolase domain containing 17C,15
ENSG00000197380,0.274282928,0.395905992,DACT3,dishevelled binding antagonist of beta catenin 3,19
ENSG00000168038,-0.206096955,0.395905992,ULK4,unc-51 like kinase 4,3
ENSG00000186575,0.182216493,0.396306961,NF2,neurofibromin 2,22
ENSG00000166153,0.340530608,0.396462959,DEPDC4,DEP domain containing 4,12
ENSG00000133424,-0.188710808,0.396488931,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,22
ENSG00000117697,-0.171308881,0.396631633,NSL1,NSL1 component of MIS12 kinetochore complex,1
ENSG00000067836,0.290301572,0.396739712,ROGDI,rogdi atypical leucine zipper,16
ENSG00000169750,0.317747467,0.396839676,RAC3,Rac family small GTPase 3,17
ENSG00000138722,0.546679342,0.396997771,MMRN1,multimerin 1,4
ENSG00000158748,0.373442987,0.397206869,HTR6,5-hydroxytryptamine receptor 6,1
ENSG00000185963,0.172878827,0.397424534,BICD2,BICD cargo adaptor 2,9
ENSG00000100644,-0.21846235,0.397921111,HIF1A,hypoxia inducible factor 1 subunit alpha,14
ENSG00000157423,0.238045277,0.398161734,HYDIN,HYDIN axonemal central pair apparatus protein,16
ENSG00000169016,-0.193777996,0.398207569,E2F6,E2F transcription factor 6,2
ENSG00000135953,-0.218619621,0.398424675,MFSD9,major facilitator superfamily domain containing 9,2
ENSG00000244038,-0.204876777,0.398565571,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,1
ENSG00000157911,0.199751904,0.39857141,PEX10,peroxisomal biogenesis factor 10,1
ENSG00000106823,-0.309276278,0.398592884,ECM2,extracellular matrix protein 2,9
ENSG00000064989,-0.235683444,0.398592884,CALCRL,calcitonin receptor like receptor,2
ENSG00000204427,0.293789512,0.399029463,ABHD16A,abhydrolase domain containing 16A,6
ENSG00000111843,-0.195542209,0.399098003,TMEM14C,transmembrane protein 14C,6
ENSG00000197134,-0.290481218,0.399205512,ZNF257,zinc finger protein 257,19
ENSG00000153786,0.181553582,0.399268154,ZDHHC7,zinc finger DHHC-type containing 7,16
ENSG00000141543,-0.178506808,0.399734756,EIF4A3,eukaryotic translation initiation factor 4A3,17
ENSG00000157823,0.161771253,0.399734756,AP3S2,adaptor related protein complex 3 subunit sigma 2,15
ENSG00000171159,0.322686423,0.399756243,C9orf16,chromosome 9 open reading frame 16,9
ENSG00000133835,-0.175738639,0.399756243,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4,5
ENSG00000124356,-0.186328811,0.399756243,STAMBP,STAM binding protein,2
ENSG00000188026,0.198387807,0.399939082,RILPL1,Rab interacting lysosomal protein like 1,12
ENSG00000116898,-0.183833023,0.399990275,MRPS15,mitochondrial ribosomal protein S15,1
ENSG00000119900,-0.219947948,0.400130317,OGFRL1,opioid growth factor receptor like 1,6
ENSG00000143479,0.243198686,0.400130317,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3,1
ENSG00000203663,-0.461795159,0.400153491,OR2L2,olfactory receptor family 2 subfamily L member 2,1
ENSG00000162494,-0.441080439,0.400168211,LRRC38,leucine rich repeat containing 38,1
ENSG00000100221,-0.158713529,0.400296926,JOSD1,Josephin domain containing 1,22
ENSG00000172345,0.270796159,0.400296926,STARD5,StAR related lipid transfer domain containing 5,15
ENSG00000196453,0.183082874,0.400296926,ZNF777,zinc finger protein 777,7
ENSG00000153904,-0.18491701,0.400296926,DDAH1,dimethylarginine dimethylaminohydrolase 1,1
ENSG00000196449,-0.28457684,0.400622816,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,1
ENSG00000221944,-0.204452081,0.400651788,TIGD1,tigger transposable element derived 1,2
ENSG00000151532,-0.161077185,0.401392876,VTI1A,vesicle transport through interaction with t-SNAREs 1A,10
ENSG00000011021,0.170448585,0.401523056,CLCN6,chloride voltage-gated channel 6,1
ENSG00000131269,-0.176723259,0.401729546,ABCB7,ATP binding cassette subfamily B member 7,X
ENSG00000138336,-0.190030242,0.401729546,TET1,tet methylcytosine dioxygenase 1,10
ENSG00000156966,0.299400909,0.401782741,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",2
ENSG00000095370,0.271313891,0.401825518,SH2D3C,SH2 domain containing 3C,9
ENSG00000172888,0.234155542,0.401842886,ZNF621,zinc finger protein 621,3
ENSG00000164949,0.280366705,0.401916437,GEM,GTP binding protein overexpressed in skeletal muscle,8
ENSG00000197763,-0.221581424,0.401916437,TXNRD3,thioredoxin reductase 3,3
ENSG00000214194,-0.236245837,0.402041305,SMIM30,small integral membrane protein 30,7
ENSG00000083544,-0.191650352,0.402316598,TDRD3,tudor domain containing 3,13
ENSG00000167136,-0.335362362,0.402642221,ENDOG,endonuclease G,9
ENSG00000112414,-0.257933589,0.402658315,ADGRG6,adhesion G protein-coupled receptor G6,6
ENSG00000168781,-0.182707641,0.402741431,PPIP5K1,diphosphoinositol pentakisphosphate kinase 1,15
ENSG00000150456,-0.248852801,0.402741431,EEF1AKMT1,EEF1A lysine methyltransferase 1,13
ENSG00000166148,-0.320166247,0.402741431,AVPR1A,arginine vasopressin receptor 1A,12
ENSG00000164330,0.292848204,0.402741431,EBF1,EBF transcription factor 1,5
ENSG00000182749,0.242584595,0.402853368,PAQR7,progestin and adipoQ receptor family member 7,1
ENSG00000105655,0.305410249,0.403179891,ISYNA1,inositol-3-phosphate synthase 1,19
ENSG00000039068,-0.352817045,0.403179891,CDH1,cadherin 1,16
ENSG00000149761,0.315665685,0.403179891,NUDT22,nudix hydrolase 22,11
ENSG00000171444,0.179893963,0.403208527,MCC,MCC regulator of WNT signaling pathway,5
ENSG00000099624,-0.213035675,0.403408609,ATP5F1D,ATP synthase F1 subunit delta,19
ENSG00000185880,-0.184406171,0.403514743,TRIM69,tripartite motif containing 69,15
ENSG00000172059,0.238641322,0.404008865,KLF11,Kruppel like factor 11,2
ENSG00000110917,0.14938142,0.404557126,MLEC,malectin,12
ENSG00000179222,-0.27988958,0.404752114,MAGED1,MAGE family member D1,X
ENSG00000204334,-0.334959763,0.404959318,ERICH2,glutamate rich 2,2
ENSG00000176182,0.236740131,0.405184362,MYPOP,"Myb related transcription factor, partner of profilin",19
ENSG00000120254,-0.177028508,0.405224362,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,6
ENSG00000159082,-0.283499427,0.405460622,SYNJ1,synaptojanin 1,21
ENSG00000171552,0.20474955,0.40551976,BCL2L1,BCL2 like 1,20
ENSG00000266094,-0.216300891,0.405608178,RASSF5,Ras association domain family member 5,1
ENSG00000103495,0.220075891,0.405609802,MAZ,MYC associated zinc finger protein,16
ENSG00000132840,0.311239387,0.40569703,BHMT2,betaine--homocysteine S-methyltransferase 2,5
ENSG00000108389,-0.175709394,0.405749903,MTMR4,myotubularin related protein 4,17
ENSG00000119139,0.263573233,0.405749903,TJP2,tight junction protein 2,9
ENSG00000163462,0.209395934,0.405803402,TRIM46,tripartite motif containing 46,1
ENSG00000140525,0.190569234,0.406196831,FANCI,FA complementation group I,15
ENSG00000164167,-0.203840608,0.406258504,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",4
ENSG00000213889,0.310162578,0.406313055,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",19
ENSG00000162949,0.370720841,0.406313055,CAPN13,calpain 13,2
ENSG00000067842,-0.214727736,0.406315155,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,X
ENSG00000143891,0.276084131,0.406315155,GALM,galactose mutarotase,2
ENSG00000173020,0.234907334,0.406667343,GRK2,G protein-coupled receptor kinase 2,11
ENSG00000177453,-0.169784121,0.406733725,NIM1K,NIM1 serine/threonine protein kinase,5
ENSG00000168939,-0.210396185,0.407072925,SPRY3,sprouty RTK signaling antagonist 3,X
ENSG00000105085,0.216466118,0.407072925,MED26,mediator complex subunit 26,19
ENSG00000117862,0.279524683,0.407072925,TXNDC12,thioredoxin domain containing 12,1
ENSG00000166323,0.335406304,0.407079355,C11orf65,chromosome 11 open reading frame 65,11
ENSG00000196502,0.237742538,0.407123935,SULT1A1,sulfotransferase family 1A member 1,16
ENSG00000205209,0.341680566,0.407571152,SCGB2B2,secretoglobin family 2B member 2,19
ENSG00000143341,-0.266326664,0.407571152,HMCN1,hemicentin 1,1
ENSG00000158435,-0.168996428,0.407634985,CNOT11,CCR4-NOT transcription complex subunit 11,2
ENSG00000174938,-0.276914632,0.407730235,SEZ6L2,seizure related 6 homolog like 2,16
ENSG00000135454,-0.200744693,0.407730235,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",12
ENSG00000124225,0.177701221,0.408006979,PMEPA1,"prostate transmembrane protein, androgen induced 1",20
ENSG00000162728,-0.180623611,0.408083155,KCNJ9,potassium inwardly rectifying channel subfamily J member 9,1
ENSG00000147036,-0.305213409,0.40829362,LANCL3,LanC like 3,X
ENSG00000166888,0.206922126,0.40829362,STAT6,signal transducer and activator of transcription 6,12
ENSG00000136770,0.180361476,0.40829362,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,10
ENSG00000106686,0.232305733,0.40829362,SPATA6L,spermatogenesis associated 6 like,9
ENSG00000143919,-0.196279611,0.408331257,CAMKMT,calmodulin-lysine N-methyltransferase,2
ENSG00000198393,-0.201284593,0.408737657,ZNF26,zinc finger protein 26,12
ENSG00000084676,-0.153239615,0.4087954,NCOA1,nuclear receptor coactivator 1,2
ENSG00000067057,-0.256626553,0.408988527,PFKP,"phosphofructokinase, platelet",10
ENSG00000188938,-0.145819509,0.409046155,FAM120AOS,family with sequence similarity 120A opposite strand,9
ENSG00000102096,-0.248245741,0.409123483,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",X
ENSG00000186352,0.232124328,0.409358877,ANKRD37,ankyrin repeat domain 37,4
ENSG00000064042,-0.18546354,0.40938741,LIMCH1,LIM and calponin homology domains 1,4
ENSG00000149541,0.27513869,0.409682379,B3GAT3,"beta-1,3-glucuronyltransferase 3",11
ENSG00000069998,0.192450594,0.409729521,HDHD5,haloacid dehalogenase like hydrolase domain containing 5,22
ENSG00000100412,0.164496547,0.409837375,ACO2,aconitase 2,22
ENSG00000128272,-0.216541172,0.409881817,ATF4,activating transcription factor 4,22
ENSG00000091622,0.204564205,0.409923818,PITPNM3,PITPNM family member 3,17
ENSG00000110876,0.312634023,0.409948291,SELPLG,selectin P ligand,12
ENSG00000138092,0.212254709,0.409948291,CENPO,centromere protein O,2
ENSG00000181788,-0.178471544,0.410039446,SIAH2,siah E3 ubiquitin protein ligase 2,3
ENSG00000163521,-0.231840302,0.410039446,GLB1L,galactosidase beta 1 like,2
ENSG00000178951,0.175746603,0.410042122,ZBTB7A,zinc finger and BTB domain containing 7A,19
ENSG00000085511,-0.159353097,0.410042122,MAP3K4,mitogen-activated protein kinase kinase kinase 4,6
ENSG00000101577,0.151681721,0.410776501,LPIN2,lipin 2,18
ENSG00000197776,-0.211821084,0.410776501,KLHDC1,kelch domain containing 1,14
ENSG00000148341,0.272360105,0.410776501,SH3GLB2,"SH3 domain containing GRB2 like, endophilin B2",9
ENSG00000133216,0.210025204,0.410849186,EPHB2,EPH receptor B2,1
ENSG00000130414,-0.150329181,0.410887523,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,2
ENSG00000101126,-0.153017763,0.410986649,ADNP,activity dependent neuroprotector homeobox,20
ENSG00000068438,-0.174778808,0.411524384,FTSJ1,FtsJ RNA 2'-O-methyltransferase 1,X
ENSG00000204310,0.215022957,0.411916458,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,6
ENSG00000155636,-0.207444042,0.411928558,RBM45,RNA binding motif protein 45,2
ENSG00000101443,0.340525935,0.411992244,WFDC2,WAP four-disulfide core domain 2,20
ENSG00000188153,0.285837923,0.412353985,COL4A5,collagen type IV alpha 5 chain,X
ENSG00000073536,0.206876013,0.41238929,NLE1,notchless homolog 1,17
ENSG00000175093,0.348166904,0.412621233,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,3
ENSG00000115350,0.235737752,0.412889339,POLE4,"DNA polymerase epsilon 4, accessory subunit",2
ENSG00000152952,-0.258945645,0.412983567,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",3
ENSG00000112624,-0.171492591,0.413294489,BICRAL,BRD4 interacting chromatin remodeling complex associated protein like,6
ENSG00000083857,-0.21446006,0.413464806,FAT1,FAT atypical cadherin 1,4
ENSG00000154262,-0.204853814,0.413652193,ABCA6,ATP binding cassette subfamily A member 6,17
ENSG00000104067,0.200951377,0.413727151,TJP1,tight junction protein 1,15
ENSG00000135452,-0.165777594,0.413727151,TSPAN31,tetraspanin 31,12
ENSG00000204568,-0.178645627,0.413759881,MRPS18B,mitochondrial ribosomal protein S18B,6
ENSG00000177694,-0.228626529,0.413780725,NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2,3
ENSG00000158773,-0.182943567,0.413874488,USF1,upstream transcription factor 1,1
ENSG00000171604,-0.171546498,0.414363754,CXXC5,CXXC finger protein 5,5
ENSG00000154845,0.15263978,0.414499735,PPP4R1,protein phosphatase 4 regulatory subunit 1,18
ENSG00000140829,0.167258252,0.414499735,DHX38,DEAH-box helicase 38,16
ENSG00000066279,-0.413318423,0.414499735,ASPM,abnormal spindle microtubule assembly,1
ENSG00000037749,-0.168293584,0.414641523,MFAP3,microfibril associated protein 3,5
ENSG00000114127,-0.16515215,0.414641523,XRN1,5'-3' exoribonuclease 1,3
ENSG00000173218,0.27530853,0.414905102,VANGL1,VANGL planar cell polarity protein 1,1
ENSG00000090372,0.20707038,0.41496235,STRN4,striatin 4,19
ENSG00000112218,-0.200080017,0.41496235,GPR63,G protein-coupled receptor 63,6
ENSG00000178980,0.264517145,0.415408516,SELENOW,selenoprotein W,19
ENSG00000196975,0.201805866,0.415408516,ANXA4,annexin A4,2
ENSG00000163159,-0.164403223,0.415408516,VPS72,vacuolar protein sorting 72 homolog,1
ENSG00000183044,-0.167669813,0.415443405,ABAT,4-aminobutyrate aminotransferase,16
ENSG00000132842,0.199116697,0.415595215,AP3B1,adaptor related protein complex 3 subunit beta 1,5
ENSG00000163885,0.358202352,0.415703381,CFAP100,cilia and flagella associated protein 100,3
ENSG00000259956,0.174610233,0.415767516,RBM15B,RNA binding motif protein 15B,3
ENSG00000162931,0.252486204,0.415767516,TRIM17,tripartite motif containing 17,1
ENSG00000100097,-0.236638078,0.415888714,LGALS1,galectin 1,22
ENSG00000115525,-0.156440505,0.415932682,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",2
ENSG00000163812,0.148287531,0.416039578,ZDHHC3,zinc finger DHHC-type containing 3,3
ENSG00000134184,0.839621717,0.416214776,GSTM1,glutathione S-transferase mu 1,1
ENSG00000166321,0.310547307,0.41633143,NUDT13,nudix hydrolase 13,10
ENSG00000170291,-0.194750123,0.416342632,ELP5,elongator acetyltransferase complex subunit 5,17
ENSG00000110852,0.302866469,0.416363408,CLEC2B,C-type lectin domain family 2 member B,12
ENSG00000137074,-0.157538596,0.416554146,APTX,aprataxin,9
ENSG00000124496,0.185316646,0.417095948,TRERF1,transcriptional regulating factor 1,6
ENSG00000169228,0.384276902,0.417468623,RAB24,"RAB24, member RAS oncogene family",5
ENSG00000162302,0.258960925,0.417515362,RPS6KA4,ribosomal protein S6 kinase A4,11
ENSG00000183696,-0.214925161,0.417520565,UPP1,uridine phosphorylase 1,7
ENSG00000269313,0.236383868,0.417561574,MAGIX,"MAGI family member, X-linked",X
ENSG00000096093,-0.164543925,0.417682457,EFHC1,EF-hand domain containing 1,6
ENSG00000141380,-0.198161785,0.417688571,SS18,SS18 subunit of BAF chromatin remodeling complex,18
ENSG00000135913,-0.168018934,0.418106287,USP37,ubiquitin specific peptidase 37,2
ENSG00000125633,0.162233768,0.418169119,CCDC93,coiled-coil domain containing 93,2
ENSG00000101605,0.218701808,0.418574308,MYOM1,myomesin 1,18
ENSG00000104976,0.307412577,0.418594701,SNAPC2,small nuclear RNA activating complex polypeptide 2,19
ENSG00000162775,0.161161226,0.418603909,RBM15,RNA binding motif protein 15,1
ENSG00000080802,-0.143257243,0.418659833,CNOT4,CCR4-NOT transcription complex subunit 4,7
ENSG00000153207,-0.164074632,0.418659833,AHCTF1,AT-hook containing transcription factor 1,1
ENSG00000175305,-0.355108878,0.41878316,CCNE2,cyclin E2,8
ENSG00000119778,0.201526586,0.418867856,ATAD2B,ATPase family AAA domain containing 2B,2
ENSG00000115295,-0.164907416,0.418925663,CLIP4,CAP-Gly domain containing linker protein family member 4,2
ENSG00000179630,0.276535334,0.41901234,LACC1,laccase domain containing 1,13
ENSG00000196470,-0.174362371,0.419189467,SIAH1,siah E3 ubiquitin protein ligase 1,16
ENSG00000064601,0.181557567,0.419361185,CTSA,cathepsin A,20
ENSG00000121417,0.164136357,0.419361185,ZNF211,zinc finger protein 211,19
ENSG00000166557,-0.160116862,0.419361185,TMED3,transmembrane p24 trafficking protein 3,15
ENSG00000001461,-0.183578947,0.419361185,NIPAL3,NIPA like domain containing 3,1
ENSG00000196967,-0.169403294,0.419650513,ZNF585A,zinc finger protein 585A,19
ENSG00000163485,0.242927251,0.419678843,ADORA1,adenosine A1 receptor,1
ENSG00000205593,0.216573184,0.419736721,DENND6B,DENN domain containing 6B,22
ENSG00000155849,-0.203024044,0.420054917,ELMO1,engulfment and cell motility 1,7
ENSG00000198821,0.323614606,0.420054917,CD247,CD247 molecule,1
ENSG00000112312,0.251776147,0.420550548,GMNN,geminin DNA replication inhibitor,6
ENSG00000088854,0.148892426,0.421007805,C20orf194,chromosome 20 open reading frame 194,20
ENSG00000068097,0.167294746,0.421007805,HEATR6,HEAT repeat containing 6,17
ENSG00000189157,-0.2535354,0.421007805,FAM47E,family with sequence similarity 47 member E,4
ENSG00000122483,0.244072096,0.421007805,CCDC18,coiled-coil domain containing 18,1
ENSG00000154473,-0.180112182,0.421065169,BUB3,BUB3 mitotic checkpoint protein,10
ENSG00000154274,-0.281297707,0.421065169,C4orf19,chromosome 4 open reading frame 19,4
ENSG00000175711,0.196425316,0.421123496,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",17
ENSG00000171223,0.331405188,0.421173586,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit",19
ENSG00000164305,-0.180826126,0.421173586,CASP3,caspase 3,4
ENSG00000174799,0.213421918,0.421173586,CEP135,centrosomal protein 135,4
ENSG00000187624,-0.249366736,0.421291936,C17orf97,chromosome 17 open reading frame 97,17
ENSG00000146243,-0.191633194,0.421291936,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1,6
ENSG00000198947,-0.18037297,0.421523208,DMD,dystrophin,X
ENSG00000219626,0.20028812,0.421663658,FAM228B,family with sequence similarity 228 member B,2
ENSG00000159210,-0.150327745,0.421695306,SNF8,SNF8 subunit of ESCRT-II,17
ENSG00000123643,-0.192178664,0.42182598,SLC36A1,solute carrier family 36 member 1,5
ENSG00000204965,-0.239208238,0.42218028,PCDHA5,protocadherin alpha 5,5
ENSG00000102181,-0.187931346,0.422216112,CD99L2,CD99 molecule like 2,X
ENSG00000165714,-0.175460339,0.422216112,BORCS5,BLOC-1 related complex subunit 5,12
ENSG00000204655,0.312915266,0.422216112,MOG,myelin oligodendrocyte glycoprotein,6
ENSG00000158079,-0.187534575,0.422235711,PTPDC1,protein tyrosine phosphatase domain containing 1,9
ENSG00000116151,0.200595272,0.422235711,MORN1,MORN repeat containing 1,1
ENSG00000198892,0.209653548,0.422235711,SHISA4,shisa family member 4,1
ENSG00000061987,-0.174058173,0.42242035,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking",12
ENSG00000205710,0.220171452,0.422584147,C17orf107,chromosome 17 open reading frame 107,17
ENSG00000146648,0.196014296,0.422584147,EGFR,epidermal growth factor receptor,7
ENSG00000155463,-0.164271534,0.422602387,OXA1L,OXA1L mitochondrial inner membrane protein,14
ENSG00000253304,-0.343238279,0.423128629,TMEM200B,transmembrane protein 200B,1
